_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,explain_your_choice_optional,vote_for_your_preferred_candidate,what_sound_does_a_kitty_cat_make,which_statement_would_candidate_a_agree_with_more,defense_a,defense_b,govt_jobs_a,govt_jobs_b,gun_control_a,gun_control_b,healthcare_a,healthcare_b,ideology_a,ideology_b,party_affiliation_a,party_affiliation_b,uuid_a,uuid_b
626163243,12/15/2014 07:07:46,1502664627,12/15/2014 07:06:36,false,neodev,0.7354,14561763,USA,CA,Laguna Niguel,68.231.222.171,,Candidate A,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 07:11:14,1502665254,12/15/2014 07:10:24,false,elite,0.7135,30898464,USA,"","",64.134.178.169,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 07:12:18,1502665559,12/15/2014 07:11:54,false,elite,0.6223,30502785,USA,CA,San Rafael,173.167.113.209,,Candidate A,meow,The government should provide health care for all citizens.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 07:25:58,1502668230,12/15/2014 07:25:40,false,clixsense,0.6562,6363498,USA,GA,Fort Valley,23.125.3.6,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 07:31:29,1502669158,12/15/2014 07:31:06,false,points4rewards,0.7379,20113482,USA,"","",72.168.136.210,,Candidate A,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 07:50:11,1502671725,12/15/2014 07:48:44,false,elite,0.7273,22389656,USA,CA,Tulare,99.95.254.133,I just feel we need a president who cares about the fact that people are unable to have healthcare.,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 08:02:54,1502673425,12/15/2014 08:02:08,false,prodege,0.6725,16762164,USA,PA,Lansdowne,76.124.37.243,,Candidate B,meow,The government should provide health care for all citizens.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 08:05:57,1502673828,12/15/2014 08:05:19,false,prodege,0.912,1859054,USA,IL,Westmont,50.165.218.172,More liberal,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 08:18:45,1502675871,12/15/2014 08:15:11,false,neodev,0.6068,22052203,USA,KS,Manhattan,68.102.24.68,Candidate A seems to care more about the people than Candidate B.,Candidate A,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 08:19:41,1502675989,12/15/2014 08:18:45,false,neodev,0.6068,22052203,USA,KS,Manhattan,68.102.24.68,Just because they sound more caring,Candidate A,meow,The government should provide health care for all citizens.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163247,12/15/2014 08:17:47,1502675674,12/15/2014 08:17:29,false,prodege,0.8333,9559045,USA,TX,Katy,107.204.186.172,,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 08:31:07,1502677709,12/15/2014 08:29:58,false,memolink,0.7778,6546042,USA,CA,National City,99.95.213.67,"I lean more slightly liberal, if that makes any sense...",Candidate B,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 08:34:52,1502678459,12/15/2014 08:34:33,false,prodege,0.7222,3682947,USA,FL,Palm Bay,97.102.71.133,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 08:41:02,1502679650,12/15/2014 08:40:30,false,instagc,0.7917,30774743,USA,CA,Santa Ana,23.240.186.186,Candidate A's politics are very similar to my own.,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 08:42:52,1502679964,12/15/2014 08:38:12,false,coinworker,0.8028,28779770,USA,TX,Dallas,162.251.112.110,candidate A is liberal.,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 08:45:46,1502680527,12/15/2014 08:45:27,false,instagc,0.8296,13095205,USA,WI,Racine,65.28.174.198,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 08:46:13,1502680601,12/15/2014 08:44:51,false,instagc,0.8032,16875541,USA,OH,Bellaire,12.161.202.232,,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 08:54:41,1502682270,12/15/2014 08:53:43,false,treasuretrooper,0.8371,2731688,USA,"","",172.56.11.158,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 09:07:42,1502684103,12/15/2014 09:07:25,false,instagc,0.8426,20602057,USA,VA,Richmond,71.176.222.78,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 09:13:26,1502685822,12/15/2014 09:12:39,false,listia,0.7026,26868784,USA,CA,Oakley,50.136.169.0,gun control and job stance,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 09:16:10,1502686782,12/15/2014 09:15:02,false,gifthunterclub,0.7771,29610072,USA,"","",66.85.148.53,"the ""A"" seems closer to the desire of the founding fathers and thus make government truly is the people, by the people and for the people",Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 09:20:47,1502688649,12/15/2014 09:20:04,false,prodege,0.758,2034278,USA,NJ,Toms River,24.0.73.168,Health care should not be mandated,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 09:20:49,1502688660,12/15/2014 09:20:17,false,prodege,0.8253,11998178,USA,MD,Baltimore,74.61.233.31,I always vote straight democrat,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 09:30:43,1502692829,12/15/2014 09:30:30,false,fusioncash,0.6662,22139728,USA,NY,Watertown,66.67.91.242,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 09:56:11,1502708557,12/15/2014 09:55:52,false,instagc,0.6951,15777392,USA,CO,Fort Collins,209.169.202.16,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:13:18,1502726691,12/15/2014 10:12:08,false,prodege,0.7737,28774264,USA,NY,New York,74.66.16.163,"A is more in line with my liberal views and more likely to actually win, not being a third-party candidate.",Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:17:00,1502729946,12/15/2014 10:15:21,false,instagc,0.6755,18175286,USA,NC,High Point,174.98.149.102,,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:18:56,1502731559,12/15/2014 10:18:34,false,prodege,0.8141,1868071,USA,TX,Austin,70.113.70.60,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:25:27,1502736753,12/15/2014 10:24:55,false,prodege,0.6944,5188798,USA,PA,Clearfield,207.255.234.94,,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:38:01,1502747327,12/15/2014 10:37:50,false,neodev,0.8017,21925500,USA,VA,Manassas,162.210.196.171,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:40:28,1502748985,12/15/2014 10:38:11,false,prodege,0.7937,1872127,USA,CA,Saratoga,107.178.47.29,Less government interference in private life.,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:43:27,1502751202,12/15/2014 10:41:09,false,tremorgames,0.8788,28564242,USA,CA,Oakland,64.175.41.145,I believe the government should direct spending towards other issues not related to defense and should focus on the population's living conditions.,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:46:39,1502753612,12/15/2014 10:45:11,false,instagc,0.8841,22115552,USA,OH,Beachwood,75.185.150.104,I believe defense spending should be cut and all citizens deserve health care.,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:49:52,1502756181,12/15/2014 10:49:06,false,prodege,0.8889,13626624,USA,NY,Highland,68.195.209.106,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163247,12/15/2014 10:53:12,1502758596,12/15/2014 10:48:53,false,neodev,0.8933,13818890,USA,LA,Baton Rouge,70.180.59.2,He stands for many of the same things that I do,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,4,1,4,2,3,Liberal,Slightly liberal,Democrat,Other,5,3
626163248,12/15/2014 05:46:10,1502648996,12/15/2014 05:44:27,false,treasuretrooper,0.8333,27609278,USA,MD,Hagerstown,24.89.18.59,Candidate A is too Liberal for my taste. We've already tried that.,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 05:46:13,1502649003,12/15/2014 05:44:55,false,tremorgames,0.7778,22323391,USA,MD,Baltimore,108.12.171.207,,Candidate B,meow,All citizens should purchase private health insurance.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 05:49:35,1502649753,12/15/2014 05:49:09,false,instagc,0.8241,21319315,USA,PA,Lebanon,75.75.152.22,,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 05:49:53,1502649810,12/15/2014 05:49:28,false,instagc,0.75,15021999,USA,IN,Greenfield,73.168.254.240,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 05:51:47,1502650083,12/15/2014 05:51:34,false,instagc,0.7111,13864884,USA,AZ,Scottsdale,71.223.50.193,We need free health care.,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 05:54:42,1502650668,12/15/2014 05:54:28,false,bitcoinget,0.7222,21743413,USA,WA,Lynnwood,67.183.5.219,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 05:55:27,1502650773,12/15/2014 05:54:58,false,instagc,0.7937,22349887,USA,CA,Vallejo,50.79.45.62,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 05:59:19,1502651287,12/15/2014 05:59:12,false,neodev,0.5448,26012376,USA,NY,New York,192.241.136.154,,Candidate B,roar,Candidate A would be indifferent between the two statements above.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 05:59:36,1502651330,12/15/2014 05:59:06,false,instagc,0.7654,24123748,USA,CA,San Francisco,107.203.250.25,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 06:05:21,1502652676,12/15/2014 06:03:52,false,clixsense,0.7611,19294877,USA,MA,Boston,96.233.20.2,Candidate A is just TOO liberal.,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 06:10:12,1502654044,12/15/2014 06:07:03,false,meprizescf,0.7074,20102110,USA,TX,Dallas,71.21.217.183,Candidate B wishes to increase defense spending and make guns easier to buy.,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 06:11:45,1502654405,12/15/2014 06:10:41,false,clixsense,0.612,12427530,USA,IL,Bloomington,50.106.207.206,,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 06:15:52,1502655262,12/15/2014 06:15:19,false,tremorgames,0.7532,16788282,USA,OH,North Ridgeville,174.100.68.248,"I prefer liberal candidates, all else being equal.",Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 06:27:57,1502657755,12/15/2014 06:27:04,false,neodev,0.2389,12153090,USA,IL,Chicago,98.228.38.115,its good candidate,Candidate A,bark,Candidate A would be indifferent between the two statements above.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 06:31:33,1502658303,12/15/2014 06:30:54,false,clixsense,0.7174,9289735,USA,IL,Chicago,69.210.240.165,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 06:32:08,1502658354,12/15/2014 06:31:04,false,clixsense,0.6473,6340793,USA,MO,Saint Louis,70.242.133.240,,Candidate B,meow,All citizens should purchase private health insurance.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 07:05:03,1502664092,12/15/2014 07:02:29,false,neodev,0.5985,30895482,USA,NY,New York,107.170.17.131,Because i prefer Republican,Candidate B,meow,All citizens should purchase private health insurance.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 07:06:36,1502664443,12/15/2014 07:05:59,false,neodev,0.7354,14561763,USA,CA,Laguna Niguel,68.231.222.171,,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 07:10:23,1502665057,12/15/2014 07:09:38,false,elite,0.7135,30898464,USA,"","",64.134.178.169,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 07:11:53,1502665463,12/15/2014 07:11:09,false,elite,0.6223,30502785,USA,CA,San Rafael,173.167.113.209,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 07:25:40,1502668221,12/15/2014 07:24:57,false,clixsense,0.6562,6363498,USA,GA,Fort Valley,23.125.3.6,,Candidate B,meow,All citizens should purchase private health insurance.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 07:31:02,1502668996,12/15/2014 07:30:31,false,points4rewards,0.7379,20113482,USA,"","",72.168.136.210,,Candidate B,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 07:47:53,1502671363,12/15/2014 07:46:20,false,clixsense,0.6332,11106820,USA,MA,Taunton,108.49.222.138,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 08:00:57,1502673265,12/15/2014 07:48:21,false,prodege,0.6725,16762164,USA,PA,Lansdowne,76.124.37.243,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
626163248,12/15/2014 08:02:07,1502673379,12/15/2014 08:00:57,false,prodege,0.6725,16762164,USA,PA,Lansdowne,76.124.37.243,,Candidate A,meow,The government should provide health care for all citizens.,2,4,2,6,1,4,2,6,Liberal,Slightly conservative,Democrat,Republican,5,4
